0:1_1	0.9801	0.0099	0.0099	0.0001
0:2_1	0.9801	0.0099	0.0099	0.0001
0:3_1	0.9801	0.009900000000000003	0.009900000000000003	0.00010000000000000002
0:4_1	0.9801	0.0099	0.0099	0.0001
0:5_1	0.9801	0.009900000000000004	0.0099	0.00010000000000000002
0:6_1	0.9801	0.009900000000000003	0.0099	0.00010000000000000002
0:7_1	0.9801	0.009900000000000003	0.0099	0.00010000000000000002
0:8_1	0.9800999999999999	0.009899999999999999	0.009899999999999999	9.999999999999998e-05
0:9_1	0.9800999999999999	0.009899999999999999	0.009899999999999999	9.999999999999998e-05
0:1_2	0.9801	0.0099	0.0099	0.0001
0:2_2	0.9801	0.0099	0.0099	0.0001
0:3_2	0.9801	0.0099	0.0099	0.0001
0:4_2	0.9801	0.0099	0.0099	0.0001
0:5_2	0.9801	0.009900000000000003	0.009900000000000003	0.00010000000000000002
0:6_2	0.9801	0.009900000000000003	0.0099	0.00010000000000000002
0:7_2	0.9801	0.0099	0.0099	0.00010000000000000002
0:8_2	0.9801	0.0099	0.0099	0.0001
0:9_2	0.9800999999999999	0.009899999999999997	0.009899999999999999	9.999999999999999e-05
